Concurrent_Requests,Latency_ms
34,23.71
10,17.9
34,35.07
154,40.18
10,31.88
49,20.26
506,173.14
210,47.0
158,30.17
10,19.89
157,43.22
219,52.45
29,32.42
73,29.82
246,46.8
171,51.78
442,73.41
71,27.06
113,38.6
13,26.78
123,37.45
28,14.18
25,31.62
179,46.63
460,102.39
66,32.77
574,362.4
478,122.56
391,62.45
290,51.82
315,39.93
533,238.18
187,43.1
705,987.89
292,50.44
99,34.96
668,786.21
28,39.18
10,30.95
191,32.98
143,35.35
232,44.06
408,53.24
330,49.01
587,415.97
416,71.82
168,37.86
54,26.89
39,25.04
455,97.53
723,1088.7
14,24.66
288,53.67
532,244.64
161,38.86
61,30.07
260,44.64
74,35.69
254,55.62
90,32.07
41,34.7
220,39.45
378,64.91
231,52.34
57,38.84
33,16.98
453,99.96
83,25.19
391,65.63
24,22.24
1067,4513.09
125,40.23
538,257.04
123,31.37
230,39.61
36,30.88
689,892.5
156,37.13
114,43.61
565,333.61
141,32.02
85,30.04
304,51.07
112,34.28
429,71.29
301,53.6
218,41.53
143,43.33
334,45.62
1325,9472.01
83,36.7
10,22.31
77,33.16
216,35.61
120,31.91
380,47.77
611,500.18
10,23.87
486,134.1
90,28.35
926,2825.37
674,808.05
228,45.18
10,25.69
1031,4044.63
146,38.25
82,35.46
371,49.56
169,31.85
161,35.42
48,28.86
138,39.81
466,112.83
160,41.04
10,29.19
420,66.58
178,44.37
357,57.46
131,34.65
51,28.44
374,53.67
54,31.83
746,1264.67
48,32.99
181,38.12
395,50.27
280,46.88
1331,8728.1
10,19.64
313,60.12
279,55.5
36,36.45
59,35.95
1137,5487.06
115,32.67
91,32.81
139,32.58
81,31.34
353,53.36
61,23.65
83,33.35
57,24.75
104,30.24
56,24.64
489,143.42
271,46.21
58,31.7
142,32.28
129,37.17
106,26.57
137,28.41
167,38.22
204,44.88
54,26.02
253,48.35
108,39.01
93,26.74
213,27.32
192,38.31
59,22.6
442,85.04
1484,11817.37
244,39.07
372,64.75
112,31.47
196,38.87
364,54.28
190,38.86
404,60.57
63,31.26
56,30.01
128,27.39
353,56.68
144,50.1
546,269.43
466,114.39
293,49.74
1148,5661.31
1031,4036.94
82,30.77
74,31.81
52,28.93
256,46.32
218,41.68
404,54.17
280,54.62
46,22.6
209,31.89
725,1109.58
974,3359.69
17,31.91
204,44.69
102,38.37
411,59.96
962,3219.33
530,230.35
97,34.27
698,946.54
128,36.12
552,282.78
27,24.2
44,26.56
697,942.02
1397,9994.14
1309,8315.9
72,35.9
727,1132.33
593,433.69
50,31.12
239,41.2
472,107.5
127,33.23
520,222.2
209,37.54
55,26.15
520,201.05
10,28.95
169,39.37
624,563.23
207,39.82
766,1397.91
59,34.69
606,473.27
68,31.81
277,43.25
232,41.47
145,38.12
62,27.01
650,682.68
513,195.67
452,87.11
178,41.77
305,51.66
147,31.99
220,41.27
278,45.44
497,155.58
1391,9880.86
10,20.66
90,25.75
1026,3983.64
374,55.68
208,47.41
283,44.65
208,33.15
38,21.3
12,30.44
947,3055.66
357,61.75
237,42.3
427,65.97
355,59.67
751,1297.33
268,48.24
104,24.75
108,39.1
135,39.35
143,38.62
556,305.77
1500,12152.87
118,40.08
690,906.87
284,42.68
306,54.35
627,575.19
166,39.45
731,1152.45
10,32.91
10,25.54
572,355.58
80,35.32
228,31.93
103,29.61
312,53.33
640,631.69
1055,4353.96
402,59.72
138,35.46
166,27.33
665,755.19
24,23.45
113,35.1
125,33.06
45,31.4
150,43.7
694,916.96
204,42.31
320,50.52
300,48.63
370,61.53
390,62.35
276,43.77
178,43.03
563,325.09
10,23.52
100,35.03
229,36.94
428,60.72
10,21.07
430,69.9
459,94.98
79,35.77
384,55.91
277,44.43
306,55.01
326,47.97
855,2127.22
833,2575.46
126,38.7
100,21.32
46,22.72
227,46.86
299,46.02
269,40.85
340,56.15
308,38.87
888,2437.29
238,40.84
446,82.14
75,28.62
1107,5049.43
44,31.96
166,27.96
651,681.37
644,649.0
144,35.7
273,47.88
197,39.66
353,54.61
124,33.2
112,36.01
351,54.6
64,32.48
323,47.12
379,66.11
10,21.91
337,49.74
209,1223.33
243,38.24
110,36.84
1500,12160.22
162,35.35
91,30.31
268,47.42
331,58.22
250,50.49
740,1219.5
532,235.8
347,57.73
101,31.1
263,43.21
159,34.99
29,24.86
224,44.25
400,59.42
67,31.07
1146,5614.53
43,23.15
1012,3799.78
44,27.66
117,39.45
47,30.51
47,30.88
96,32.47
87,40.33
706,993.35
10,28.15
115,30.37
10,21.52
130,35.57
21,33.42
324,56.56
137,32.37
246,39.87
367,49.78
510,179.12
77,30.06
190,48.35
20,26.17
312,60.6
10,30.2
960,3191.59
387,53.6
268,50.19
65,33.08
30,25.02
283,37.9
69,31.1
664,763.29
30,31.25
28,28.49
221,41.66
799,1648.94
395,54.17
597,445.69
92,33.92
170,32.09
10,15.09
270,47.03
543,265.52
432,83.28
164,37.69
711,1028.47
502,168.58
13,16.87
30,24.94
182,34.1
55,34.25
57,37.26
142,29.56
16,32.78
263,45.82
376,56.0
270,47.16
61,29.22
417,67.26
210,41.04
86,37.68
442,71.38
383,55.16
354,55.49
186,41.28
63,38.11
275,46.02
83,37.48
10,35.48
296,61.89
117,34.74
192,47.36
468,106.04
148,44.22
254,48.77
244,48.78
237,33.56
373,59.25
705,992.24
619,533.69
193,38.16
1045,4221.42
196,1201.0
527,218.64
99,33.43
784,1534.34
91,27.43
158,36.01
10,22.51
48,27.81
137,32.59
286,48.4
475,121.62
475,113.72
101,29.74
57,29.42
97,35.28
253,41.71
242,45.14
379,58.05
135,30.15
365,59.44
300,51.82
234,41.61
190,40.99
250,46.58
57,19.4
10,15.01
451,82.61
75,23.76
183,39.65
100,38.88
567,331.58
859,2176.13
503,164.91
698,942.7
10,23.57
10,25.34
82,33.23
20,25.9
66,36.98
801,1672.69
111,26.94
427,74.33
341,49.52
38,20.88
182,37.93
105,31.78
24,30.46
10,18.98
162,35.45
449,80.81
10,26.93
298,53.52
1190,6302.68
154,46.2
285,50.5
111,38.61
323,45.74
228,46.54
24,38.31
70,33.84
64,24.7
367,51.34
613,511.79
10,17.71
107,35.26
79,26.0
874,2312.73
48,26.39
570,353.03
360,52.09
38,19.7
177,38.64
97,32.22
51,28.29
208,45.31
421,58.09
309,52.67
361,44.87
56,33.98
137,39.14
998,3633.06
617,525.01
79,29.8
19,24.39
429,65.6
172,35.58
588,417.59
1320,8524.81
369,52.64
308,54.57
26,26.88
56,34.37
612,512.88
123,39.54
186,34.09
330,47.73
278,44.85
718,1065.78
102,28.74
436,80.12
505,168.39
263,48.44
56,31.91
520,197.65
1142,5563.4
688,895.36
258,41.28
384,58.46
291,44.28
331,54.09
470,106.4
556,292.58
182,34.89
518,194.44
346,55.08
10,33.43
459,98.79
12,22.89
85,27.06
96,23.83
99,32.45
1060,4418.35
65,26.37
172,41.76
1082,4703.34
113,32.28
28,23.1
62,34.86
323,52.09
65,30.82
94,32.96
774,2207.87
345,48.6
86,26.98
10,29.99
17,36.98
278,49.81
640,629.53
112,39.05
254,49.1
188,43.89
274,47.36
157,45.02
237,40.32
53,28.18
183,42.82
792,1598.31
1331,8728.09
560,327.28
374,47.86
648,670.82
196,33.66
95,31.36
376,59.37
235,48.89
184,33.72
582,394.96
47,22.5
615,519.13
283,52.39
986,3489.32
83,37.49
196,49.89
1056,4368.42
428,73.16
387,59.13
195,45.39
35,24.37
98,38.71
82,33.8
251,44.99
495,155.37
78,23.79
49,21.27
192,45.16
113,35.12
138,45.39
78,27.36
300,51.4
144,33.58
19,21.07
68,20.95
34,29.53
115,40.28
75,39.05
17,32.39
123,34.05
189,42.27
21,31.05
888,2437.07
182,42.0
865,2222.69
942,2995.41
425,73.01
181,42.32
397,55.97
407,60.74
384,52.37
14,22.06
214,42.9
124,38.72
97,29.17
70,32.91
221,50.85
495,155.24
205,36.93
869,2265.53
1158,5800.61
17,29.61
67,27.65
25,19.15
476,116.23
368,59.7
67,31.76
192,42.93
567,347.25
951,3094.97
343,55.09
180,23.96
113,38.57
196,39.58
720,1087.05
414,71.34
179,37.13
17,28.48
507,191.16
201,44.09
289,58.74
590,414.65
454,89.1
612,519.16
334,52.89
24,24.41
302,53.03
205,49.28
267,34.98
484,138.19
651,698.85
17,32.09
472,106.07
101,28.93
99,42.21
451,90.79
344,49.07
808,1731.62
60,26.47
195,45.61
546,268.3
65,34.47
146,34.17
308,50.59
213,39.06
118,32.04
150,26.38
79,33.87
982,3447.65
52,32.58
78,30.74
100,39.33
1047,4237.32
729,1141.45
516,186.46
43,22.32
381,1467.15
952,3112.75
169,44.46
198,46.31
10,28.09
405,57.87
10,26.53
111,27.41
502,155.6
378,47.99
124,38.76
52,35.54
69,33.24
220,43.15
152,35.46
203,39.86
84,34.41
447,75.23
261,39.33
207,45.47
31,20.78
375,50.07
539,248.42
127,43.11
142,37.02
173,41.34
533,240.79
37,20.4
10,29.81
104,31.48
298,44.06
283,46.04
41,24.27
91,31.26
279,51.09
796,1629.72
348,56.47
285,56.61
182,41.2
631,589.42
30,23.57
144,35.42
10,20.31
326,37.25
159,34.65
326,49.19
68,29.97
1188,6269.24
1480,11725.76
677,818.69
179,42.01
11,20.54
74,28.12
1314,8416.76
196,48.54
52,24.24
251,47.47
222,39.13
105,30.15
143,31.52
433,74.19
137,39.76
531,227.43
13,21.1
10,14.93
578,379.18
365,53.29
99,27.62
321,54.61
117,33.59
406,806.09
168,43.44
251,49.04
874,2302.49
55,31.87
213,40.35
417,62.54
591,426.17
171,38.39
77,31.24
101,38.83
184,36.38
476,118.23
169,39.84
1236,7051.05
494,145.19
43,23.17
194,41.21
374,52.76
874,2304.46
47,28.66
49,30.33
36,29.36
92,40.48
128,44.28
95,28.18
62,31.41
1050,4283.85
477,123.13
429,62.09
135,32.24
39,24.24
337,49.3
293,49.92
150,30.26
939,2961.67
64,32.95
573,363.67
27,20.72
444,79.95
15,29.09
305,48.94
79,25.22
78,25.11
358,61.3
86,33.12
143,32.87
179,26.96
325,46.73
121,28.99
710,1019.2
327,48.89
1186,6232.95
161,35.98
259,52.5
114,34.13
295,41.43
521,202.01
502,163.25
684,868.75
525,212.93
12,34.32
62,34.22
502,156.4
413,64.64
122,32.41
825,1861.14
138,37.03
175,35.1
332,47.91
298,41.41
10,27.2
20,24.99
241,36.72
38,24.66
66,34.25
149,32.07
88,33.81
124,29.4
66,33.19
169,37.68
68,32.44
394,56.61
634,613.89
303,45.04
155,36.65
241,54.85
50,17.15
188,42.34
15,26.73
55,32.72
515,195.79
265,37.23
707,1001.59
10,22.33
392,51.83
310,54.53
260,49.15
92,32.48
10,708.9
314,46.49
157,43.7
267,48.2
69,32.31
1068,4529.47
443,75.49
459,92.18
226,39.32
75,35.6
148,37.7
29,32.23
235,39.1
58,38.76
363,48.97
204,36.23
58,23.3
245,45.66
418,69.28
700,963.38
63,32.46
244,46.85
112,37.98
222,37.99
492,146.14
394,59.73
427,66.47
574,356.09
1445,10983.69
60,752.21
72,34.08
740,2493.15
887,2427.05
401,53.89
34,28.65
67,31.2
300,56.8
168,40.13
152,36.44
731,1140.61
36,26.62
191,41.63
407,65.67
856,2144.78
225,39.15
77,29.8
301,53.32
606,1696.96
260,43.41
777,1478.41
477,113.03
238,43.22
717,1072.08
209,53.3
667,773.08
698,946.5
484,126.82
152,41.07
253,48.68
10,30.48
353,55.47
304,50.39
304,36.77
136,30.3
679,844.64
1334,8784.81
56,37.78
29,32.09
114,31.8
566,328.56
10,21.71
402,61.3
170,38.5
623,557.56
456,97.06
768,1412.68
107,32.37
244,49.54
43,26.6
529,225.09
366,53.57
1028,4007.36
467,112.26
12,23.0
187,36.94
65,30.08
17,29.56
33,31.56
118,35.37
434,73.41
277,49.14
139,38.43
1206,6550.66
356,58.44
354,51.54
47,33.24
78,38.47
122,31.94
355,50.8
1154,5741.86
167,31.46
822,1846.35
132,32.76
113,28.68
256,48.96
659,730.12
14,22.05
295,54.16
183,49.05
390,51.17
671,794.02
113,25.19
254,49.76
65,32.84
354,52.7
388,51.06
29,20.77
1171,6006.29
91,29.53
114,35.68
70,30.85
210,38.04
314,43.28
11,22.48
539,253.48
718,1079.72
10,26.96
859,2168.73
220,43.49
329,50.43
25,24.97
22,29.84
338,54.91
408,55.48
51,31.86
312,47.76
288,45.55
185,37.95
59,30.98
290,41.74
238,42.33
460,100.2
117,42.01
501,169.64
232,41.04
403,56.23
10,24.12
594,423.36
272,33.65
763,1378.31
1018,3876.1
71,33.65
130,35.68
127,38.27
35,23.59
466,107.41
21,36.22
46,27.0
137,34.79
176,42.2
274,43.85
20,31.88
665,757.4
188,41.66
73,31.37
86,32.61
56,34.39
192,37.95
291,43.95
98,33.52
139,41.44
33,33.6
853,2115.6
883,2398.39
18,33.35
1165,5912.35
63,35.73
229,40.19
59,32.6
50,36.56
1500,12161.84
177,41.43
857,2145.34
329,55.15
47,37.66
154,35.39
139,43.65
54,35.04
89,30.97
160,33.46
207,42.86
188,40.27
29,22.58
510,184.27
56,41.79
1004,3708.84
10,16.09
268,43.39
425,59.31
102,31.2
374,50.94
495,150.42
218,39.43
1479,11708.69
148,32.97
112,35.27
643,645.74
67,27.66
60,19.71
38,33.83
587,416.59
484,135.73
19,25.1
339,54.32
60,25.36
37,32.07
22,28.92
85,26.32
395,59.63
484,127.98
490,144.0
894,2494.41
153,37.25
261,49.54
388,48.08
111,33.47
361,60.54
85,28.33
102,34.73
276,48.34
738,1214.17
119,32.8
61,29.55
468,101.28
21,33.05
318,50.12
274,41.43
23,25.53
999,3643.13
84,32.99
292,50.37
912,2681.54
154,26.97
176,44.28
97,33.86
358,61.18
273,45.51
574,367.17
301,49.92
124,33.13
215,39.83
407,55.28
102,29.61
708,1012.44
90,26.26
68,35.43
793,1605.93
632,593.08
529,230.73
578,377.4
219,47.96
22,33.08
282,47.53
156,40.05
32,30.8
22,27.22
24,27.7
45,24.9
726,1117.42
277,56.61
67,23.08
386,57.23
322,48.14
89,40.35
35,29.45
115,30.48
694,918.42
26,28.45
70,23.62
17,27.97
325,57.34
33,20.16
86,23.08
692,908.0
554,302.38
15,30.12
106,35.15
1333,8769.21
279,44.62
64,34.85
226,44.16
101,39.0
142,41.26
125,34.92
180,42.16
272,42.38
674,810.76
294,50.49
657,714.8
751,1298.8
300,39.43
79,29.65
157,40.55
213,39.58
191,36.95
409,60.75
155,36.17
206,39.02
124,27.32
15,27.18
493,153.11
237,46.93
349,53.54
367,59.11
279,51.5
98,31.37
675,809.1
669,791.25
297,53.19
174,40.93
19,27.61
93,21.82
402,62.98
10,27.67
240,45.35
43,24.88
122,32.77
997,3622.86
226,46.22
37,25.75
152,37.18
56,23.75
157,34.52
373,53.7
10,25.63
386,63.43
95,35.74
83,25.97
890,2465.01
420,65.38
146,34.99
62,31.63
144,39.88
328,49.8
64,35.16
49,23.19
745,1259.26
547,270.03
489,146.48
157,28.08
210,46.54
170,39.12
228,46.29
452,93.46
186,44.56
716,1058.83
31,26.65
254,42.0
498,154.75
128,30.88
10,22.73
10,25.55
218,49.48
68,27.78
393,53.5
109,29.13
569,350.47
62,28.38
77,33.26
579,377.28
317,44.45
972,3336.96
175,38.03
259,46.58
35,25.51
449,81.32
576,368.96
80,31.99
340,62.25
818,1805.49
1230,6954.43
214,41.65
96,37.66
253,41.98
257,41.21
356,51.58
639,632.36
571,344.38
58,21.95
485,132.45
112,34.38
49,31.23
16,21.04
337,47.28
19,25.55
148,40.18
389,59.18
27,28.87
82,41.27
795,1609.66
137,38.54
173,37.42
462,99.25
856,2134.06
228,45.77
131,30.2
46,27.3
755,1318.25
454,94.17
199,36.83
71,33.48
101,23.76
179,36.19
13,23.74
1140,5534.93
981,3437.86
74,27.41
518,192.5
124,35.59
910,2665.32
58,26.26
128,35.67
244,48.54
40,35.4
323,51.19
200,42.07
69,34.16
234,37.31
315,53.46
164,50.18
29,32.66
398,56.52
27,20.69
425,69.23
10,24.29
568,344.83
472,104.14
101,40.89
566,335.83
291,57.26
146,41.72
10,34.73
363,60.22
264,42.4
785,1538.12
899,2555.64
88,39.49
813,1772.86
179,49.16
129,30.92
64,27.1
770,1427.91
1362,9314.68
480,129.24
618,541.46
11,24.34
341,48.52
431,64.54
169,32.99
111,35.56
46,30.18
98,30.95
477,119.09
484,130.13
413,56.62
62,30.5
66,38.07
79,33.06
53,32.5
214,40.47
966,3266.62
155,44.07
58,35.42
55,29.98
309,53.41
563,326.96
53,28.35
28,29.13
210,38.32
211,39.97
54,27.71
107,36.98
242,42.34
1000,3658.05
590,418.71
231,38.69
113,41.95
234,56.2
552,291.0
379,59.33
477,118.65
170,37.28
1070,4539.47
524,216.1
59,30.21
429,73.09
10,23.8
10,18.77
293,45.23
518,196.9
98,38.62
309,54.16
10,23.73
373,49.02
48,24.68
617,528.35
700,959.88
197,42.32
10,19.29
35,32.82
11,26.5
93,30.79
140,34.11
608,494.96
277,54.47
110,36.44
233,47.98
550,280.58
61,29.52
365,58.25
69,31.17
339,59.88
407,65.7
110,36.1
1349,9065.65
26,24.02
540,254.41
443,88.02
501,156.47
106,31.31
691,906.5
600,450.33
20,14.25
286,43.5
44,23.47
49,34.63
220,44.46
43,27.23
67,32.78
20,19.89
174,34.71
77,37.44
555,299.67
10,28.83
409,58.63
1032,4061.68
1010,3781.35
164,40.39
123,33.83
28,25.53
148,33.42
273,48.63
63,26.55
283,45.12
75,29.93
610,499.03
74,32.39
396,48.24
10,25.99
408,60.91
161,40.19
246,50.81
145,25.2
69,29.55
78,37.19
14,34.95
298,48.15
178,34.05
85,40.45
171,38.86
1232,6982.91
661,732.47
336,55.83
162,33.09
369,52.42
384,49.99
207,40.6
230,56.7
332,52.12
560,320.03
281,47.53
428,73.84
54,21.37
320,55.63
19,28.31
311,51.51
303,44.29
511,180.97
226,41.13
704,989.86
1500,12157.01
123,39.59
120,34.73
153,38.54
979,3411.11
87,36.15
324,41.18
63,33.51
42,24.38
276,42.88
48,23.17
86,31.11
291,58.06
434,67.27
306,43.67
205,29.57
216,33.88
250,42.03
148,38.4
357,54.2
97,24.96
874,2303.17
267,56.73
198,47.55
96,34.79
315,54.17
24,26.97
10,18.63
173,33.35
72,32.52
171,34.07
39,36.08
177,41.58
263,49.34
394,48.46
88,32.58
90,34.68
116,32.63
233,43.11
15,14.6
415,59.37
202,52.83
524,217.52
153,38.04
204,40.28
101,28.98
69,29.81
126,25.1
37,31.78
342,54.19
10,31.18
274,49.31
106,32.64
1003,3704.92
225,48.07
238,49.55
203,47.49
388,40.67
248,38.51
342,53.6
255,49.04
223,37.53
156,32.03
552,293.61
127,31.22
90,32.24
375,51.75
124,44.88
219,39.55
149,42.1
19,21.74
401,67.37
227,50.1
10,1332.02
134,31.68
359,57.79
143,34.49
367,46.81
457,89.95
70,38.46
204,38.13
237,40.47
984,3467.72
295,47.0
484,134.24
246,39.91
23,25.24
48,32.98
330,52.07
235,40.7
15,40.17
397,58.15
90,26.79
235,53.06
70,28.82
314,46.88
111,34.5
74,25.18
158,39.55
125,26.98
292,52.28
489,137.96
280,38.66
64,25.46
243,42.56
99,27.87
929,2862.41
243,46.08
700,960.47
387,50.02
476,107.76
585,409.58
311,49.51
10,23.86
180,44.04
259,45.02
155,41.71
349,55.63
333,45.61
49,26.14
170,42.61
521,216.81
303,43.27
594,443.02
109,23.71
287,47.56
273,47.21
24,31.06
315,44.53
66,26.1
223,43.07
828,1884.16
24,21.71
22,22.38
918,2743.71
566,333.23
546,271.02
525,216.74
592,428.52
129,39.65
606,490.82
53,29.35
191,49.09
140,37.26
70,24.17
44,19.89
141,30.46
154,39.46
952,3108.28
248,43.33
270,48.83
379,63.83
148,35.65
595,446.2
120,24.57
265,37.85
535,235.11
389,59.41
564,320.05
611,510.38
919,2754.35
251,43.76
424,62.62
331,49.74
10,31.73
65,31.66
138,42.2
473,111.35
10,27.89
96,32.71
478,115.57
266,45.11
212,33.9
232,33.5
188,46.18
485,133.12
156,39.64
387,56.32
425,67.92
169,36.94
344,50.83
388,55.9
459,90.83
521,212.41
294,44.32
196,37.89
50,22.36
10,30.7
506,170.1
260,46.49
27,30.07
324,63.78
31,30.11
10,29.44
37,33.27
61,16.83
29,18.1
185,43.22
467,115.88
146,39.67
173,28.23
269,46.5
10,30.05
905,2601.74
29,21.58
80,34.85
237,46.88
121,29.86
634,602.19
316,53.54
58,32.28
392,58.69
84,30.7
10,30.06
1159,5822.5
627,569.61
237,37.6
261,49.25
142,36.54
54,34.5
71,33.11
70,28.2
420,69.6
69,33.96
129,40.8
293,47.13
708,1013.73
14,21.92
51,27.91
208,41.9
138,30.78
277,43.49
221,37.83
781,1516.14
962,4359.77
383,59.56
176,32.79
723,1105.73
22,27.94
337,55.72
518,192.31
529,231.68
456,103.09
420,61.51
438,78.5
674,814.56
22,27.84
207,48.54
386,59.25
240,46.34
218,32.28
716,1059.64
318,58.07
1500,12162.63
64,26.78
226,42.81
65,32.08
269,35.53
104,1005.96
342,51.58
135,33.11
350,59.37
98,31.82
110,38.12
21,25.1
481,121.25
311,49.68
130,36.09
297,60.52
10,20.18
68,31.71
53,35.09
89,39.89
474,110.54
194,37.41
228,41.77
593,429.15
14,29.66
214,31.78
20,29.4
23,33.77
177,42.83
482,121.34
576,363.52
321,50.3
790,1577.71
10,23.51
115,26.52
390,48.92
429,62.37
464,103.91
199,41.37
263,44.68
111,1419.22
221,41.08
277,48.75
85,29.18
709,1017.7
85,29.69
202,36.79
918,2738.4
441,74.01
815,1776.37
666,773.01
20,27.97
250,45.03
200,40.45
428,72.68
167,38.06
18,24.59
90,30.82
84,38.28
145,39.69
785,1545.29
828,1884.95
113,33.56
201,40.15
433,63.83
441,81.21
173,35.99
978,3408.56
931,2886.27
69,37.69
231,47.86
41,31.2
93,35.14
27,19.87
235,35.51
428,69.52
144,42.98
29,28.24
218,38.57
74,35.99
272,37.92
49,26.77
24,28.79
100,27.78
234,40.34
312,48.13
353,43.55
884,2404.99
1142,6580.76
407,65.32
20,28.07
166,39.53
666,766.68
590,417.84
574,368.66
128,38.88
233,34.83
174,29.37
89,35.09
24,25.91
284,49.89
225,45.58
99,34.66
225,44.5
262,43.42
81,27.58
1324,8595.17
338,50.56
552,288.71
304,53.94
76,36.81
288,35.47
152,39.54
147,19.04
33,13.6
1079,4673.44
49,31.17
299,53.62
73,33.97
117,34.06
794,1617.0
124,36.87
80,29.42
317,58.12
819,1811.93
95,40.12
539,256.59
177,46.85
407,64.37
216,44.51
32,22.69
1252,7314.81
171,40.6
666,764.8
17,27.4
110,37.0
49,32.19
663,753.05
23,27.54
10,24.64
172,47.49
932,2890.79
715,1058.0
182,40.59
18,28.15
346,46.25
22,28.78
476,111.26
326,51.02
1500,12160.04
22,29.25
383,57.66
16,26.72
190,41.46
17,37.55
209,48.38
325,50.05
1500,12154.99
82,34.81
130,33.12
291,44.55
346,44.12
337,50.7
204,40.84
22,20.4
221,41.26
58,30.91
52,39.53
758,1334.63
110,32.76
10,30.34
17,16.82
175,40.24
284,55.92
402,49.74
916,2725.91
47,30.01
731,1164.33
317,47.34
136,32.8
131,40.5
126,35.66
275,41.35
299,59.02
911,2668.35
267,49.42
181,46.59
687,883.27
98,39.14
102,38.72
74,32.23
20,28.86
316,48.25
30,22.18
73,29.97
400,59.2
39,35.19
185,47.64
10,26.2
1336,8824.16
342,54.3
15,24.74
893,2490.27
186,40.65
37,20.34
427,67.92
14,27.98
75,30.53
342,50.81
659,731.16
26,28.75
672,798.62
336,50.61
88,26.68
180,38.24
66,27.57
46,21.1
1368,9426.71
26,25.94
300,48.74
133,36.04
427,64.76
159,45.3
254,41.13
382,49.86
309,48.12
143,32.66
174,42.9
59,30.11
58,28.01
50,29.28
427,63.36
42,31.76
381,49.26
77,25.66
152,45.11
164,42.01
26,23.05
521,209.61
39,24.73
224,40.73
488,143.81
133,30.51
33,28.45
301,56.75
633,604.72
52,27.61
118,32.82
79,29.26
210,39.83
456,90.48
595,441.51
63,26.31
1083,4715.78
878,2337.31
45,25.31
69,25.52
105,769.86
229,40.33
705,988.86
1500,12160.59
85,27.28
578,382.18
18,22.68
55,29.06
371,64.04
319,56.2
788,1573.23
88,31.77
78,36.23
279,49.98
449,78.8
231,47.99
119,32.51
547,278.09
381,57.29
622,540.68
43,21.95
372,62.68
368,53.01
351,49.73
16,34.21
166,46.92
201,38.22
208,38.6
381,51.85
767,1403.94
182,40.57
1131,5403.44
425,57.86
113,34.7
20,17.29
111,32.28
397,58.21
207,34.45
122,29.81
222,37.7
37,25.34
106,39.72
355,1415.5
747,2635.66
314,45.87
347,61.22
160,37.0
32,28.62
105,36.22
458,90.09
679,837.13
323,51.49
338,48.16
251,45.8
167,41.07
551,280.41
449,82.01
131,36.66
223,37.85
363,60.23
23,28.46
550,288.32
104,24.98
131,30.24
238,42.65
129,23.21
268,48.05
519,198.98
10,24.86
230,40.52
386,56.64
21,26.59
1012,3804.86
216,45.05
65,28.2
147,36.19
483,137.66
25,27.7
711,1023.41
57,29.75
289,44.68
175,41.87
275,51.05
194,38.12
137,36.21
50,26.74
13,27.49
448,81.32
174,51.21
365,48.7
303,46.55
73,28.88
261,41.61
10,28.75
322,49.96
417,62.77
52,28.69
91,25.97
414,58.31
888,2442.04
122,42.2
506,172.66
282,47.64
290,51.52
10,29.91
452,92.05
105,33.09
87,26.76
477,124.33
951,3093.59
245,48.45
118,36.63
102,26.56
762,1365.48
524,220.13
136,44.64
365,49.96
386,54.3
296,48.41
485,135.01
160,36.03
547,267.28
667,777.32
122,37.96
260,42.39
908,2642.96
18,20.02
103,35.73
39,27.41
536,252.99
153,31.0
36,27.89
368,59.87
95,34.63
329,46.18
320,57.93
58,23.49
338,49.38
26,29.74
71,24.17
465,101.35
32,27.48
121,38.31
429,71.78
221,37.89
324,51.62
15,29.22
12,16.91
299,59.4
296,44.96
79,28.69
181,42.55
349,49.86
273,47.35
39,31.43
10,25.78
10,32.02
462,98.07
255,45.07
373,58.01
103,32.28
137,35.55
155,36.31
179,45.08
70,32.58
232,40.63
13,28.57
119,34.22
269,39.0
560,312.66
378,55.4
315,56.86
704,974.44
10,31.55
92,22.28
451,79.14
48,29.93
314,46.13
176,49.58
677,820.64
160,36.68
147,46.29
462,103.97
322,52.3
420,65.73
28,26.95
47,32.87
153,38.12
90,33.06
624,561.23
83,36.2
168,43.63
329,43.69
25,26.57
1018,3885.52
31,24.27
853,2117.9
325,52.3
20,29.67
496,156.0
16,28.68
123,36.71
39,35.85
389,62.01
209,48.15
56,43.66
258,863.67
428,63.45
249,47.5
650,689.48
356,63.64
481,122.27
556,304.52
378,54.76
139,37.91
10,24.76
19,19.29
10,28.89
832,1926.07
463,98.0
16,26.04
169,41.82
572,355.43
35,30.84
217,52.72
199,31.82
193,40.18
394,45.01
22,28.04
221,42.1
259,38.14
681,845.44
27,31.72
72,32.67
472,113.65
398,57.92
139,39.2
149,38.02
104,25.31
36,24.04
131,35.25
345,50.9
336,53.62
92,32.87
81,35.21
555,298.48
176,43.12
41,17.56
10,22.58
770,1426.36
261,40.45
17,28.8
214,42.96
249,48.78
315,47.49
186,29.62
190,34.68
526,219.14
180,41.0
420,67.29
117,28.58
104,28.1
481,123.27
1102,4978.28
213,39.5
497,147.4
21,22.84
216,39.89
59,36.61
797,1638.99
10,24.48
1173,6035.51
23,23.97
220,47.99
536,245.61
172,45.14
359,55.52
849,2085.13
504,180.43
28,32.32
145,33.1
715,1055.07
551,280.64
521,198.51
265,42.59
546,284.45
470,112.43
72,29.99
70,28.04
413,60.48
56,29.81
356,56.08
262,41.99
71,12.4
65,35.61
115,30.41
16,28.43
195,32.05
547,272.3
959,3174.84
23,29.6
10,24.2
44,22.86
460,97.38
93,45.43
39,29.98
600,457.15
450,77.14
575,362.58
476,105.25
851,2096.65
