Transaction_ID,IP_Address,Transaction_Amount,Hours_Since_Login,Transaction_Status,Is_Fraud
TXN_15196,172.25.38.181,69.76,18.24,Completed,0
TXN_15197,45.157.29.43,197.04,43.94,Completed,0
TXN_15198,172.21.18.49,737.3,2.54,Completed,0
TXN_15199,10.17.124.251,383.89,0.81,Completed,0
TXN_15200,45.157.146.35,411.34,4.51,Completed,0
TXN_15201,45.41.130.191,12.49,0.42,Completed,0
TXN_15202,45.76.61.84,67.36,4.27,Completed,0
TXN_15203,10.206.104.42,23.27,10.73,Completed,0
TXN_15204,172.25.2.92,5853.45,19.9,Completed,0
TXN_15205,45.202.78.161,10.8,3.83,Completed,0
TXN_15206,10.236.23.28,196.28,12.66,Completed,0
TXN_15207,172.17.226.191,254.93,3.79,Completed,0
TXN_15208,45.238.34.242,3943.85,6.64,Completed,0
TXN_15209,172.24.142.82,101.83,7.92,Completed,0
TXN_15210,10.177.169.241,299.59,24.57,Completed,0
TXN_15211,172.17.182.179,1908.23,18.59,Completed,0
TXN_15212,45.138.83.8,82.56,7.83,Completed,0
TXN_15213,172.18.143.142,148.79,0.61,Completed,0
TXN_15214,45.108.233.204,796.85,5.61,Completed,0
TXN_15215,172.19.104.55,3255.35,13.91,Completed,0
TXN_15216,172.30.14.107,203.42,7.68,Completed,0
TXN_15217,10.62.99.75,277.1,9.67,Completed,0
TXN_15218,45.150.16.72,112.96,2.94,Completed,0
TXN_15219,172.18.149.86,1396.19,22.12,Completed,0
TXN_15220,45.21.62.75,5393.1,11.38,Completed,0
TXN_15221,45.243.164.93,65.84,6.73,Completed,0
TXN_15222,45.62.215.227,494.05,3.97,Chargeback,1
TXN_15223,172.19.18.176,1533.33,2.35,Completed,0
TXN_15224,10.131.203.228,553.72,14.49,Completed,0
TXN_15225,45.119.147.230,20.34,0.95,Completed,0
TXN_15226,10.36.198.205,195.53,10.02,Completed,0
TXN_15227,172.17.112.15,35.44,0.28,Completed,0
TXN_15228,10.253.239.97,339.66,3.68,Completed,0
TXN_15229,192.168.0.45,169.12,11.09,Blocked,1
TXN_15230,172.21.23.181,60.3,25.84,Completed,0
TXN_15231,172.16.184.254,18.68,9.73,Blocked,1
TXN_15232,172.29.124.230,33.99,1.82,Completed,0
TXN_15233,10.228.40.34,51.77,3.27,Completed,0
TXN_15234,45.210.130.57,28.61,0.57,Completed,0
TXN_15235,10.104.128.207,602.07,5.65,Completed,0
TXN_15236,172.22.253.122,317.02,1.79,Completed,0
TXN_15237,45.197.194.252,28.78,4.71,Completed,0
TXN_15238,10.137.113.133,27.23,3.21,Completed,0
TXN_15239,172.26.114.152,520.71,6.04,Completed,0
TXN_15240,172.28.19.232,238.28,14.41,Completed,0
TXN_15241,10.105.79.244,46.83,15.26,Completed,0
TXN_15242,45.136.97.50,297.3,4.16,Completed,0
TXN_15243,10.254.125.252,143.37,42.77,Completed,0
TXN_15244,45.51.209.47,510.72,6.12,Completed,0
TXN_15245,45.3.237.25,158.92,8.94,Completed,0
TXN_15246,10.213.200.101,1059.28,16.33,Completed,0
TXN_15247,10.140.21.105,9.52,3.33,Completed,0
TXN_15248,45.80.190.87,91.78,0.19,Completed,0
TXN_15249,45.234.169.113,586.59,9.07,Completed,0
TXN_15250,10.162.215.125,715.85,12.96,Under_Review,1
TXN_15251,45.52.250.253,72.25,10.58,Completed,0
TXN_15252,172.30.193.141,497.44,4.45,Completed,0
TXN_15253,45.101.48.193,444.6,12.05,Completed,0
TXN_15254,45.137.102.137,26.99,2.51,Completed,0
TXN_15255,172.29.132.91,563.57,15.26,Completed,0
TXN_15256,45.87.18.126,62.59,2.92,Completed,0
TXN_15257,10.199.84.110,200.45,6.22,Completed,0
TXN_15258,10.35.93.86,3415.43,20.78,Completed,0
TXN_15259,172.19.19.66,105.09,49.12,Completed,0
TXN_15260,10.12.137.97,68.6,15.6,Completed,0
TXN_15261,172.17.144.82,187.11,25.57,Completed,0
TXN_15262,172.17.210.111,125.13,6.84,Completed,0
TXN_15263,10.222.100.236,102.75,3.53,Completed,0
TXN_15264,45.226.166.175,109.78,7.56,Completed,0
TXN_15265,172.17.205.108,715.63,2.43,Completed,0
TXN_15266,10.51.112.130,985.23,4.77,Completed,0
TXN_15267,45.245.104.114,462.91,10.41,Completed,0
TXN_15268,172.31.49.41,232.37,1.94,Completed,0
TXN_15269,45.109.150.224,16.85,36.3,Completed,0
TXN_15270,172.20.2.93,159.6,18.78,Completed,0
TXN_15271,45.118.72.99,681.56,14.59,Completed,0
TXN_15272,10.80.76.217,149.06,0.74,Completed,0
TXN_15273,45.4.194.185,10.53,2.06,Completed,0
TXN_15274,45.105.193.184,51.46,0.59,Completed,0
TXN_15275,10.237.246.107,103.21,1.22,Completed,0
TXN_15276,45.173.183.176,59.34,1.14,Completed,0
TXN_15277,45.87.17.122,780.42,1.11,Completed,0
TXN_15278,10.145.202.66,2068.52,11.27,Completed,0
TXN_15279,10.130.251.215,272.71,44.28,Completed,0
TXN_15280,10.238.184.247,7.25,10.11,Completed,0
TXN_15281,45.136.152.243,336.45,7.0,Completed,0
TXN_15282,10.149.142.178,67.95,33.36,Completed,0
TXN_15283,172.20.150.170,535.95,11.65,Completed,0
TXN_15284,172.20.203.50,360.07,28.29,Completed,0
TXN_15285,172.21.155.36,842.38,4.09,Completed,0
TXN_15286,192.168.0.169,1226.31,10.49,Under_Review,1
TXN_15287,45.54.3.77,207.32,7.21,Completed,0
TXN_15288,10.66.160.90,34.73,15.62,Completed,0
TXN_15289,45.90.120.162,145.85,8.84,Completed,0
TXN_15290,10.144.42.235,54.45,20.45,Completed,0
TXN_15291,10.191.77.147,20.9,0.75,Completed,0
TXN_15292,10.160.72.250,2047.99,3.28,Completed,0
TXN_15293,172.21.224.24,556.3,23.66,Completed,0
TXN_15294,10.44.171.217,148.77,2.92,Completed,0
TXN_15295,172.25.118.246,515.47,9.76,Completed,0
TXN_15296,45.52.236.101,301.16,28.19,Completed,0
TXN_15297,172.27.40.132,520.11,26.67,Completed,0
TXN_15298,10.169.234.136,80.06,8.77,Completed,0
TXN_15299,10.240.88.132,435.98,8.56,Completed,0
TXN_15300,45.44.155.159,944.83,4.63,Completed,0
TXN_15301,10.239.154.236,566.93,11.51,Completed,0
TXN_15302,45.164.37.205,264.62,9.76,Completed,0
TXN_15303,10.226.167.96,729.96,2.66,Completed,0
TXN_15304,192.168.0.145,133.33,7.73,Chargeback,1
TXN_15305,45.13.127.40,0.9,0.01,Completed,0
TXN_15306,45.76.236.239,325.57,3.44,Completed,0
TXN_15307,45.33.56.167,98.02,18.99,Completed,0
TXN_15308,45.241.223.253,306.65,9.02,Completed,0
TXN_15309,45.149.203.21,173.01,5.79,Completed,0
TXN_15310,45.218.88.150,4962.6,1.63,Completed,0
TXN_15311,172.23.179.209,19.33,2.12,Completed,0
TXN_15312,172.27.105.131,685.43,1.35,Completed,0
TXN_15313,45.131.94.113,21.34,0.01,Completed,0
TXN_15314,172.24.63.47,241.21,1.03,Completed,0
TXN_15315,10.165.237.38,77.46,2.26,Completed,0
TXN_15316,10.217.94.18,1382.85,3.5,Completed,0
TXN_15317,172.27.33.127,42.46,4.22,Completed,0
TXN_15318,45.162.82.169,2245.11,9.27,Completed,0
TXN_15319,45.52.38.158,341.11,16.46,Completed,0
TXN_15320,45.13.48.243,485.45,28.53,Completed,0
TXN_15321,10.165.240.246,405.9,4.2,Completed,0
TXN_15322,10.53.163.157,189.74,21.18,Completed,0
TXN_15323,172.18.243.117,361.97,2.08,Completed,0
TXN_15324,172.19.209.141,3895.26,5.37,Completed,0
TXN_15325,172.27.143.89,183.77,5.55,Completed,0
TXN_15326,45.252.70.216,578.33,0.39,Completed,0
TXN_15327,10.4.19.54,30.33,12.72,Completed,0
TXN_15328,45.174.39.24,391.79,8.66,Completed,0
TXN_15329,45.104.115.234,35.42,14.37,Completed,0
TXN_15330,45.62.60.184,22.08,1.17,Completed,0
TXN_15331,172.27.87.21,1950.52,19.17,Completed,0
TXN_15332,10.28.71.22,1281.84,7.6,Completed,0
TXN_15333,172.25.53.172,21.88,35.79,Completed,0
TXN_15334,45.239.71.214,40.73,11.32,Completed,0
TXN_15335,172.19.47.217,260.57,1.42,Completed,0
TXN_15336,172.22.218.255,541.31,17.54,Completed,0
TXN_15337,10.68.156.92,226.68,0.73,Completed,0
TXN_15338,10.220.188.24,17.85,1.53,Completed,0
TXN_15339,172.30.176.195,341.22,16.05,Completed,0
TXN_15340,10.174.178.35,175.89,5.3,Completed,0
TXN_15341,172.23.77.22,46.98,25.32,Completed,0
TXN_15342,172.31.159.147,134.65,13.9,Completed,0
TXN_15343,10.234.15.236,12.68,4.06,Completed,0
TXN_15344,172.19.147.46,721.56,29.31,Completed,0
TXN_15345,172.22.199.146,1220.51,6.3,Completed,0
TXN_15346,45.253.117.184,32.42,29.27,Completed,0
TXN_15347,45.46.240.52,17.2,0.81,Completed,0
TXN_15348,10.0.246.217,370.41,24.77,Completed,0
TXN_15349,10.123.201.29,100.95,7.94,Completed,0
TXN_15350,172.30.205.58,18.15,31.05,Completed,0
TXN_15351,45.246.238.9,96.25,7.77,Completed,0
TXN_15352,172.16.130.156,416.99,9.26,Completed,0
TXN_15353,172.18.131.73,350.5,2.12,Completed,0
TXN_15354,45.207.187.175,851.47,31.15,Completed,0
TXN_15355,172.27.109.247,42.61,7.51,Completed,0
TXN_15356,172.18.22.203,361.76,25.56,Completed,0
TXN_15357,45.113.195.126,2698.45,10.1,Completed,0
TXN_15358,172.29.158.44,366.19,14.12,Completed,0
TXN_15359,10.95.132.82,175.83,6.75,Completed,0
TXN_15360,45.0.58.143,651.48,7.82,Completed,0
TXN_15361,45.75.7.243,159.09,1.68,Completed,0
TXN_15362,172.25.7.227,659.47,13.54,Completed,0
TXN_15363,45.250.165.8,137.85,3.19,Completed,0
TXN_15364,10.5.1.205,193.74,7.37,Completed,0
TXN_15365,45.105.111.93,16.82,26.67,Completed,0
TXN_15366,10.196.160.144,664.63,34.81,Completed,0
TXN_15367,172.31.255.60,930.42,2.55,Completed,0
TXN_15368,172.22.219.59,719.76,22.11,Completed,0
TXN_15369,10.74.210.35,626.27,3.48,Completed,0
TXN_15370,10.190.29.7,705.17,25.2,Completed,0
TXN_15371,45.122.51.34,196.15,26.56,Completed,0
TXN_15372,10.116.35.15,295.49,26.26,Completed,0
TXN_15373,45.84.195.210,34.41,6.23,Completed,0
TXN_15374,45.58.227.136,529.99,16.55,Completed,0
TXN_15375,172.20.200.228,7.61,9.5,Completed,0
TXN_15376,45.8.21.114,7.16,5.9,Completed,0
TXN_15377,172.17.58.142,666.23,0.46,Completed,0
TXN_15378,45.246.69.32,132.6,34.42,Completed,0
TXN_15379,10.160.72.95,66.14,2.81,Completed,0
TXN_15380,10.133.26.159,508.35,2.83,Completed,0
TXN_15381,10.254.36.120,552.24,8.2,Completed,0
TXN_15382,10.3.28.24,3.7,0.81,Completed,0
TXN_15383,45.113.76.254,1987.36,2.35,Completed,0
TXN_15384,45.203.215.49,521.3,2.77,Completed,0
TXN_15385,45.100.37.225,1658.57,21.36,Completed,0
TXN_15386,10.51.255.252,387.86,29.19,Completed,0
TXN_15387,172.27.233.131,2473.96,27.16,Completed,0
TXN_15388,10.76.164.214,53.95,4.94,Completed,0
TXN_15389,172.26.195.140,21.22,69.36,Completed,0
TXN_15390,172.31.21.80,2057.96,11.58,Completed,0
TXN_15391,45.185.84.52,3160.13,23.12,Blocked,1
TXN_15392,172.31.116.12,77.84,6.27,Completed,0
TXN_15393,10.123.14.33,76.74,14.12,Completed,0
TXN_15394,45.151.67.201,179.44,3.25,Completed,0
TXN_15395,10.51.158.8,1163.83,44.4,Completed,0
TXN_15396,10.20.77.18,638.61,12.89,Completed,0
TXN_15397,172.25.170.189,23.87,4.85,Completed,0
TXN_15398,172.20.96.54,423.54,8.29,Completed,0
TXN_15399,45.19.205.221,87.5,6.98,Completed,0
TXN_15400,45.82.103.184,383.75,12.41,Completed,0
TXN_15401,172.18.45.185,597.75,9.71,Completed,0
TXN_15402,172.30.174.121,77.5,10.14,Completed,0
TXN_15403,10.70.171.44,145.7,15.63,Completed,0
TXN_15404,172.30.96.55,957.37,5.27,Completed,0
TXN_15405,172.20.23.200,283.02,2.86,Completed,0
TXN_15406,10.180.159.79,142.09,4.69,Completed,0
TXN_15407,10.10.134.205,427.93,15.9,Completed,0
TXN_15408,172.30.65.72,612.61,11.4,Completed,0
TXN_15409,45.236.147.225,528.85,8.73,Completed,0
TXN_15410,172.27.246.113,1074.9,3.88,Completed,0
TXN_15411,45.113.129.3,116.18,2.41,Completed,0
TXN_15412,45.29.38.120,2068.1,4.16,Completed,0
TXN_15413,172.30.121.29,244.69,12.92,Completed,0
TXN_15414,172.30.62.219,17426.55,37.44,Completed,0
TXN_15415,45.60.250.54,78.69,0.77,Completed,0
TXN_15416,172.25.81.128,565.88,0.04,Completed,0
TXN_15417,172.29.152.50,216.76,2.86,Completed,0
TXN_15418,172.29.131.94,30.05,1.47,Completed,0
TXN_15419,192.168.0.248,205.64,11.24,Blocked,1
TXN_15420,172.23.129.249,116.75,23.16,Completed,0
TXN_15421,172.20.179.65,1501.61,16.03,Completed,0
TXN_15422,172.23.13.183,1371.67,6.35,Completed,0
TXN_15423,192.168.0.91,1062.27,26.54,Blocked,1
TXN_15424,10.199.4.230,314.21,20.96,Completed,0
TXN_15425,172.16.129.104,857.3,2.48,Completed,0
TXN_15426,172.29.59.176,115.48,7.59,Completed,0
TXN_15427,172.18.75.114,230.65,0.26,Completed,0
TXN_15428,45.95.159.238,480.05,1.72,Completed,0
TXN_15429,45.195.181.151,68.64,5.4,Completed,0
TXN_15430,45.118.114.230,175.5,7.82,Completed,0
TXN_15431,192.168.0.67,875.7,8.96,Chargeback,1
TXN_15432,10.208.141.221,83.95,9.24,Completed,0
TXN_15433,172.20.6.4,131.11,13.86,Completed,0
TXN_15434,45.220.120.120,692.73,35.09,Completed,0
TXN_15435,172.21.55.146,484.84,6.79,Completed,0
TXN_15436,172.21.213.187,237.33,22.24,Completed,0
TXN_15437,172.24.165.184,179.96,1.32,Completed,0
TXN_15438,45.87.25.218,18.17,12.28,Completed,0
TXN_15439,45.107.253.6,70.13,3.95,Completed,0
TXN_15440,10.41.203.150,216.48,1.3,Completed,0
TXN_15441,10.71.121.70,199.35,11.95,Completed,0
TXN_15442,172.26.205.53,101.41,5.21,Completed,0
TXN_15443,45.8.250.117,921.27,2.33,Completed,0
TXN_15444,45.18.80.187,40.26,0.04,Completed,0
TXN_15445,45.134.117.93,107.92,3.51,Completed,0
TXN_15446,172.28.30.109,213.41,60.6,Completed,0
TXN_15447,45.213.46.122,414.97,13.56,Completed,0
TXN_15448,10.182.179.117,669.44,9.0,Completed,0
TXN_15449,10.209.227.190,1866.72,22.61,Completed,0
TXN_15450,10.225.174.114,58.62,2.9,Under_Review,1
TXN_15451,45.94.237.198,293.88,5.23,Completed,0
TXN_15452,45.131.182.27,18.47,1.07,Completed,0
TXN_15453,172.27.44.37,102.62,30.15,Completed,0
TXN_15454,45.228.62.136,237.75,5.9,Completed,0
TXN_15455,45.121.195.140,217.11,2.84,Completed,0
TXN_15456,45.219.220.185,137.22,5.76,Completed,0
TXN_15457,45.24.245.223,5522.12,0.69,Completed,0
TXN_15458,172.17.74.116,77.17,6.86,Completed,0
TXN_15459,172.24.116.79,356.56,22.5,Completed,0
TXN_15460,45.60.71.233,381.95,0.43,Completed,0
TXN_15461,172.29.225.7,123.38,0.61,Completed,0
TXN_15462,45.20.221.118,521.59,17.27,Completed,0
TXN_15463,172.24.98.184,60.8,1.33,Completed,0
TXN_15464,45.20.62.216,138.95,11.39,Completed,0
TXN_15465,45.113.52.213,139.1,23.0,Completed,0
TXN_15466,10.19.215.163,2485.26,3.07,Completed,0
TXN_15467,172.25.168.216,108.92,0.48,Completed,0
TXN_15468,45.155.144.119,36.04,18.22,Completed,0
TXN_15469,45.105.100.19,5564.53,0.66,Completed,0
TXN_15470,45.248.97.218,516.27,16.44,Completed,0
TXN_15471,172.25.107.8,84.47,11.31,Completed,0
TXN_15472,45.187.23.203,3588.54,12.94,Completed,0
TXN_15473,172.23.202.204,69.18,16.79,Completed,0
TXN_15474,172.18.80.211,64.1,12.55,Completed,0
TXN_15475,45.148.157.4,27.26,16.11,Completed,0
TXN_15476,10.244.47.236,345.43,7.86,Completed,0
TXN_15477,45.32.172.227,112.07,8.16,Completed,0
TXN_15478,172.28.27.84,41.77,1.02,Completed,0
TXN_15479,10.30.207.245,82.9,1.5,Completed,0
TXN_15480,10.97.246.80,133.62,11.67,Completed,0
TXN_15481,10.197.187.54,1876.87,63.4,Completed,0
TXN_15482,45.89.209.135,352.4,13.2,Completed,0
TXN_15483,10.37.222.93,23.65,11.37,Completed,0
TXN_15484,10.255.182.181,580.66,8.53,Completed,0
TXN_15485,45.150.165.103,305.82,9.11,Completed,0
TXN_15486,10.100.251.20,2763.18,42.31,Completed,0
TXN_15487,45.233.47.55,30.34,5.87,Completed,0
TXN_15488,172.28.197.171,25.14,1.75,Completed,0
TXN_15489,45.210.238.160,1433.37,8.04,Completed,0
TXN_15490,10.127.191.90,21.13,11.61,Completed,0
TXN_15491,45.206.24.9,76.12,1.39,Completed,0
TXN_15492,172.23.175.213,507.59,1.44,Completed,0
TXN_15493,10.132.222.244,19.0,6.24,Completed,0
TXN_15494,10.184.195.196,106.8,4.51,Completed,0
TXN_15495,10.153.29.136,16.36,17.22,Completed,0
TXN_15496,45.245.170.162,106.34,8.73,Completed,0
TXN_15497,10.17.101.55,299.19,21.07,Completed,0
TXN_15498,45.25.93.246,342.22,2.66,Completed,0
TXN_15499,45.38.13.139,43.5,0.81,Completed,0
TXN_15500,10.194.39.141,141.07,6.47,Completed,0
TXN_15501,45.197.25.98,1244.14,5.79,Completed,0
TXN_15502,10.62.144.147,148.94,5.25,Completed,0
TXN_15503,45.121.10.123,3397.05,23.38,Completed,0
TXN_15504,10.114.177.100,214.85,16.19,Completed,0
TXN_15505,172.26.205.94,2770.14,5.19,Completed,0
TXN_15506,45.162.183.28,119.68,11.18,Completed,0
TXN_15507,172.18.219.82,682.59,5.16,Completed,0
TXN_15508,172.27.97.169,613.33,2.38,Completed,0
TXN_15509,10.168.34.102,1130.95,17.8,Completed,0
TXN_15510,10.134.129.148,2133.77,3.99,Completed,0
TXN_15511,10.96.163.225,440.27,10.0,Completed,0
TXN_15512,172.25.176.82,906.02,49.3,Completed,0
TXN_15513,172.18.218.21,7128.71,1.16,Completed,0
TXN_15514,45.106.151.26,153.78,1.53,Completed,0
TXN_15515,10.44.38.85,128.82,1.3,Completed,0
TXN_15516,45.89.63.205,15.44,3.36,Completed,0
TXN_15517,45.230.85.144,33.09,6.85,Completed,0
TXN_15518,45.25.135.226,106.52,10.14,Completed,0
TXN_15519,45.102.237.53,21.36,6.72,Completed,0
TXN_15520,172.24.167.236,421.26,1.46,Completed,0
TXN_15521,45.35.244.88,126.36,4.1,Completed,0
TXN_15522,10.163.235.68,14.3,3.25,Completed,0
TXN_15523,172.17.105.72,1983.18,11.11,Completed,0
TXN_15524,192.168.0.138,14.57,2.03,Chargeback,1
TXN_15525,172.17.155.114,140.32,9.02,Completed,0
TXN_15526,45.236.37.50,235.62,0.5,Completed,0
TXN_15527,10.156.177.162,1043.62,8.82,Completed,0
TXN_15528,45.149.255.12,67.09,2.32,Completed,0
TXN_15529,45.152.168.41,22.07,20.93,Completed,0
TXN_15530,10.168.188.193,395.61,1.64,Completed,0
TXN_15531,45.202.235.174,273.63,7.15,Completed,0
TXN_15532,45.137.12.44,57.27,8.78,Completed,0
TXN_15533,172.16.242.7,480.01,17.17,Completed,0
TXN_15534,10.225.155.9,848.67,1.02,Completed,0
TXN_15535,10.149.149.253,20.9,2.72,Completed,0
TXN_15536,172.19.116.17,18.74,3.82,Completed,0
TXN_15537,10.226.196.244,149.53,1.41,Completed,0
TXN_15538,172.17.92.193,443.8,4.4,Completed,0
TXN_15539,45.159.89.255,294.13,8.17,Completed,0
TXN_15540,10.38.67.5,1756.42,7.64,Completed,0
TXN_15541,192.168.0.219,632.0,4.55,Completed,0
TXN_15542,10.5.65.25,220.28,2.96,Completed,0
TXN_15543,10.239.38.225,114.13,4.15,Completed,0
TXN_15544,45.226.3.87,302.43,6.73,Completed,0
TXN_15545,10.234.183.153,429.52,0.66,Completed,0
TXN_15546,45.8.233.188,67.07,10.46,Completed,0
TXN_15547,172.29.165.85,224.7,5.16,Completed,0
TXN_15548,45.184.165.94,773.13,3.22,Completed,0
TXN_15549,172.23.245.179,169.41,3.3,Completed,0
TXN_15550,10.135.197.219,1552.35,40.56,Completed,0
TXN_15551,45.113.119.86,1754.85,1.1,Completed,0
TXN_15552,10.52.159.41,1608.98,28.67,Completed,0
TXN_15553,10.175.85.66,29.03,3.8,Completed,0
TXN_15554,10.123.159.24,166.51,19.08,Completed,0
TXN_15555,10.226.84.130,2856.48,1.02,Completed,0
TXN_15556,45.188.63.92,693.31,12.5,Completed,0
TXN_15557,10.136.19.186,411.5,26.37,Completed,0
TXN_15558,45.171.16.192,146.46,14.01,Completed,0
TXN_15559,45.77.202.44,145.19,16.31,Completed,0
TXN_15560,45.112.124.176,205.57,2.05,Completed,0
TXN_15561,172.28.201.117,34.07,4.18,Completed,0
TXN_15562,45.26.220.112,40.66,2.52,Completed,0
TXN_15563,172.29.50.37,322.88,1.88,Completed,0
TXN_15564,172.27.239.140,7.43,3.79,Completed,0
TXN_15565,10.75.200.6,179.5,15.2,Completed,0
TXN_15566,172.17.105.154,82.21,1.78,Completed,0
TXN_15567,172.29.205.80,231.61,0.99,Completed,0
TXN_15568,10.21.200.27,849.01,25.23,Completed,0
TXN_15569,172.18.56.189,2349.67,5.18,Completed,0
TXN_15570,45.139.24.164,368.37,6.74,Completed,0
TXN_15571,45.234.197.49,431.66,5.3,Completed,0
TXN_15572,45.177.61.82,155.77,21.55,Completed,0
TXN_15573,10.141.144.176,470.27,4.05,Completed,0
TXN_15574,10.148.235.2,771.07,12.35,Completed,0
TXN_15575,10.250.10.120,582.96,7.17,Completed,0
TXN_15576,45.163.36.226,334.94,2.83,Completed,0
TXN_15577,45.201.222.155,118.46,14.41,Completed,0
TXN_15578,172.21.241.134,267.73,16.0,Completed,0
TXN_15579,172.23.43.201,77.17,3.46,Completed,0
TXN_15580,10.244.19.240,136.25,3.4,Completed,0
TXN_15581,45.226.50.110,46.66,1.81,Completed,0
TXN_15582,10.36.121.233,242.23,4.23,Completed,0
TXN_15583,10.10.246.51,23.17,11.58,Completed,0
TXN_15584,172.30.148.178,534.9,1.78,Completed,0
TXN_15585,10.16.98.89,76.63,10.47,Completed,0
TXN_15586,10.229.86.12,1686.14,11.57,Completed,0
TXN_15587,172.17.118.209,200.35,2.91,Completed,0
TXN_15588,45.84.208.198,6176.84,1.64,Completed,0
TXN_15589,45.37.150.32,182.11,8.63,Completed,0
TXN_15590,172.27.169.106,170.22,9.83,Completed,0
TXN_15591,172.26.92.123,8.91,1.25,Completed,0
TXN_15592,10.118.157.241,138.67,23.31,Completed,0
TXN_15593,172.27.47.1,28.07,3.62,Completed,0
TXN_15594,172.21.52.89,794.87,12.54,Completed,0
TXN_15595,172.23.127.222,135.06,6.92,Completed,0
TXN_15596,172.19.2.116,450.32,5.78,Completed,0
TXN_15597,172.18.208.95,113.05,5.59,Completed,0
TXN_15598,10.74.98.240,1432.24,0.38,Chargeback,1
TXN_15599,45.197.177.180,167.04,10.49,Completed,0
TXN_15600,10.107.248.155,3380.15,1.64,Completed,0
TXN_15601,172.20.64.66,678.06,7.16,Completed,0
TXN_15602,172.18.196.83,95.33,9.28,Completed,0
TXN_15603,10.59.2.99,171.44,5.73,Completed,0
TXN_15604,172.29.127.135,1957.57,7.04,Completed,0
TXN_15605,45.58.170.203,4.72,8.83,Completed,0
TXN_15606,10.130.26.80,242.95,3.2,Completed,0
TXN_15607,10.15.116.186,130.18,0.65,Completed,0
TXN_15608,192.168.0.6,81.82,2.39,Blocked,1
TXN_15609,10.126.205.250,15.16,2.44,Completed,0
TXN_15610,192.168.0.171,655.87,1.47,Completed,0
TXN_15611,45.98.139.248,63.83,9.16,Completed,0
TXN_15612,45.5.11.241,4554.52,1.24,Completed,0
TXN_15613,172.28.89.125,160.82,6.7,Completed,0
TXN_15614,45.241.24.48,131.91,35.26,Completed,0
TXN_15615,10.26.162.154,1335.52,27.16,Completed,0
TXN_15616,10.47.159.91,46.65,4.99,Completed,0
TXN_15617,172.17.193.135,26575.24,3.41,Completed,0
TXN_15618,172.26.14.83,40.84,3.74,Completed,0
TXN_15619,10.169.109.44,35.77,0.49,Completed,0
TXN_15620,172.26.34.202,213.53,9.48,Completed,0
TXN_15621,172.17.67.113,355.08,2.67,Completed,0
TXN_15622,10.24.245.151,32.67,12.92,Completed,0
TXN_15623,10.43.231.133,612.76,10.74,Completed,0
TXN_15624,10.20.180.66,86.8,8.5,Completed,0
TXN_15625,10.246.100.182,56.41,2.55,Completed,0
TXN_15626,45.251.187.170,564.0,17.01,Completed,0
TXN_15627,45.52.200.191,316.9,9.08,Completed,0
TXN_15628,10.227.14.92,75.77,37.4,Completed,0
TXN_15629,172.30.217.103,201.89,1.2,Completed,0
TXN_15630,45.195.57.155,42.14,1.77,Completed,0
TXN_15631,45.237.84.237,921.58,9.85,Completed,0
TXN_15632,172.16.251.228,103.61,1.59,Completed,0
TXN_15633,10.223.28.75,2014.84,0.84,Completed,0
TXN_15634,10.175.7.217,123.73,10.09,Completed,0
TXN_15635,10.86.179.245,889.61,1.57,Completed,0
TXN_15636,192.168.0.228,221.72,2.29,Blocked,1
TXN_15637,45.60.246.206,340.01,11.39,Completed,0
TXN_15638,10.217.11.48,34.42,5.11,Completed,0
TXN_15639,45.245.19.129,85.07,8.17,Completed,0
TXN_15640,172.26.98.15,363.0,7.31,Chargeback,1
TXN_15641,10.209.35.152,17269.47,13.95,Completed,0
TXN_15642,45.123.210.49,42.16,0.61,Completed,0
TXN_15643,172.30.16.233,2273.6,24.13,Completed,0
TXN_15644,45.136.201.206,588.08,3.35,Completed,0
TXN_15645,172.26.253.4,74.63,2.66,Completed,0
TXN_15646,172.21.83.43,39.17,28.12,Completed,0
TXN_15647,10.100.195.182,1542.69,8.12,Completed,0
TXN_15648,10.18.93.123,106.42,1.15,Completed,0
TXN_15649,10.3.176.168,1128.53,32.41,Completed,0
TXN_15650,172.23.121.150,94.16,17.64,Completed,0
TXN_15651,45.218.79.20,637.62,3.21,Completed,0
TXN_15652,10.99.103.219,493.2,5.44,Completed,0
TXN_15653,45.106.107.113,29.04,15.91,Completed,0
TXN_15654,45.23.242.196,34.73,2.33,Completed,0
TXN_15655,45.180.117.151,125.29,0.83,Completed,0
TXN_15656,172.27.209.228,230.1,8.3,Completed,0
TXN_15657,45.222.167.244,52.59,9.03,Completed,0
TXN_15658,10.107.0.111,311.42,6.56,Completed,0
TXN_15659,45.175.23.7,488.92,0.18,Completed,0
TXN_15660,10.213.31.52,39.48,19.18,Completed,0
TXN_15661,10.146.156.177,1582.48,5.83,Completed,0
TXN_15662,172.26.19.221,440.55,8.04,Completed,0
TXN_15663,10.226.202.131,53.83,56.85,Completed,0
TXN_15664,45.181.101.8,90.28,13.44,Completed,0
TXN_15665,172.20.245.207,281.32,2.86,Completed,0
TXN_15666,10.27.0.150,82.26,8.46,Completed,0
TXN_15667,172.30.197.128,93.75,2.99,Completed,0
TXN_15668,172.21.109.70,853.95,10.12,Completed,0
TXN_15669,172.22.9.2,218.65,1.4,Completed,0
TXN_15670,172.28.20.248,8.94,13.62,Completed,0
TXN_15671,172.28.153.226,1003.96,16.06,Completed,0
TXN_15672,45.145.88.10,1480.5,12.29,Completed,0
